Short Name,Default Species,Default Gender,Heart Color,Short Backstory,Teams,Alias,Full Name,Birth Place,Birth Day,Default LV,Default Height/Length (Cm),Default Weight/Mass (Kg),Aura Color,Hidden Type,Favorite Items
Ren,Yamask,Male,Shiny,"Goldie's son. He decided to NOT hoard gold bars and use them to become the mayor of Noe Town, spending his wealth to restore the turism and trade of the city of steel boats.",N/A,TODO,Rengel Goldberg,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Ribo,Deoxys ,Unknown,Standard,"A Deoxys that fell from a fragment of the Great Meteor, and crashed in north Air Continent to form Meteor Cave, a Mystery Dungeon discovered by Bryce while exploring around the Oceanic Gales. They are aggressive, speak very little, and very few Pokémon seem to be able to calm them down. So far, only Team A.C.T., Team Ganden, [MEWTWO], and Team Excalibur have been successful.",N/A,TODO,Ribonucleius,Air Continent,TODO,148,207,71,Refreshing Green,Ghost,TODO
Rick,Snorlax,Male,Standard,"He appeared randomly in Square Town. He asked Eve for a food item and gave her a Munch Belt in return. He travels from village to village in search for the best food... and the best sleeping spot, since after evolving he became too big and heavy to fit comfortably in any hand built bed. He loves food so much that he feels guilty eating it, in fear that he might run out of delicious food while deep inside a Mystery Dungeon. Eve reminds him of the Munch Belt he gave her, and he decided to form Team Never Hungry, and created the Never Hungry items.",Never Hungry,TODO,Richard Germund,Air Continent,TODO,TODO,TODO,TODO,Subdued Brown,Ice,TODO
Rina,Gourgeist,Female,Standard,"A human that turned Pumpkaboo, and quickly evolved into a Gourgeist. She was found in Lullaby Springs as a Shadow Type, and swiftly purified by Odinshi and Hiroko. Unfortunately, she can't remember most of her past, and she's now traveling around the Dragon Continent villages and towns trying to help Pokemon, as redemption for all the crimes she committed as an out of control Shadow Type.",N/A,TODO,Lovrina Es Cade,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Rob,Roggenrola,TODO,Standard,REALLY hates Duccio. A LOT. Like he made it his entire personality. He's just a kid. Geez.,N/A,TODO,Robin,"Mist Continent, Post Town",TODO,TODO,TODO,TODO,Smart Marine Blue,Fighting,TODO
Roc,Terrakion,Male,Standard,DO NOT TALK TO ROCCO,N/A,TODO,Rocco Escudo,Mist Continent,TODO,146,205,312,Cool Sky Blue,Ground,TODO
Roman,Krookodile,Male,Standard,"Roman is a former resident gangster of Lively Town; feared by its residents as a bad-tempered criminal, but somehow never getting in trouble for it. Roman is bribed by Nobu to drop off warning letters around Lively Town declaring that Legendary Pokémon will be turned to stone. He is also told to come to Revelation Mountain; in order to trick Cooper and Selene to join Nobu at the top of the mountain. Up there he gets betrayed by Nobu and turned to stone. He is significantly changed after going through the Voidlands and being saved by Cooper and Selene, now desperately accepting menial jobs around Lively Town to give residents more time to do what they enjoy.",Krok Gang,TODO,Romanos Lesnar,Water Continent,TODO,73,71 ~ 105 ~ 178,16 ~ 34 ~ 99,Gentle Mint Green,Psychic,TODO
Ron,Deerling,Male,Standard,"Used to be a wild and feral Deerling from Lush Forest, but eventually started hanging out around towns and taking jobs from time to time. He seems very interested in Magia...",N/A,TODO,Aaron Bonner,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Roo,Kangaskhan,Female,Shiny,"Out of all the Kangaskhan in the Kangaskhan Storage System, she's one of the OG's. She spent too much time traveling between Air and Grass Continent to manage everyone's items. She decided to come up with a better system. With Square Town and Treasure Town's help, she invented the Kangaskhan Storage System, which uses a Deposit Box to ""sync"" a team's items between multiple locations without needing a Kangaskhan Statue. Like a Kangaskhan is very protective of their children; she is very protective of Eve's items in particular, to the point of accusing Khalid of being negligent whenever he gets robbed. Somehow, she gets away with it. Mothers, man.",N/A,TODO,Khanroo Norris,Air Continent,TODO,TODO,TODO,TODO,Refreshing Green,Fighting,TODO
Rupi,Togekiss,Male,Standard,TODO,N/A,TODO,Rupert Jade,Dragon Continent,TODO,200,17 ~ 62 ~ 174,1 ~ 4 ~ 40,Smart Marine Blue,Dragon,TODO
Sal,Riolu,Male,Iridescent,"A Riolu whose heart became Iridescent at a very young age. His parents thought this made him a prodigy, so they forced him to enroll to Serene School. He hated it at first, until he met Team Sunny, who had experience with both Serene Village and Team Excalibur. They decided Serene School wasn't for him, and helped him free from his parents, escorting him to Solstice Village, where he later enrolled in Solstice Academy. He's a lot happier now... but also seems to have a crush on Cefca. Oh no.",N/A,TODO,Squall Bastet,Water Continent,TODO,80,55 ~ 103 ~ 122,17 ~ 39 ~ 50,Energetic Yellow,Dark,TODO
Sam,Swadloon,Male,Standard,"Lillie's son and Leon's friend. Very shut in, barely takes care of himself, unless he's going to hang out with Leon. Despite this, for a child; he can be quite tough; managing to get through Inflora Forest alone. He originally goes there to find a gift for his mother's birthday. He knows how to dig up treasure from the ground, and he was digging up a deck of Entercards and a red gem before being ambushed. Turns out Ai was hiding them from Ella's gang, and she decided to trust Sam with them so they would find nothing when they inevitably caught Ai. Sam successfully kept them safe. He often seems to come out of nowhere and perform great feats, before hiding again in his own room in Lillie's house out of embarrassment. Because of this he was eventually convinced by Leon to join Team Fresh.",Fresh,TODO,Samoslav Taibi,Mist Continent,TODO,43,29 ~ 44 ~ 119,2 ~ 11 ~ 20,Clear Aqua Blue,Psychic,TODO
Sara,Shaymin,Female,Iridescent,"Sakura used to work in Shaymin Village's Shaymin Delivery Service, but now often gets hired by Pelipper Post Offices all over the world when a package is at risk, and requires One Day Shaypping. She was the one who shipped a Sky Jukebox to Vega and Lyra's Sharpedo Bluff as a token of gratitude for visiting Shaymin Village.",N/A,TODO,Sakura Ozone,Grass Continent,TODO,250,15 ~ 38,2 ~ 4,Cool Sky Blue,Fairy,TODO
Sayi,Jinx,TODO,Standard,"Sayi was one of Puck's childhood friends along with Digeir and Jerome. After evolving she traveled to Fire Continent and... lives alone? Even though she often visits Battle Town and Nameless Forest to ''gossip'', nobody actually knows where her house is. Being kissed by her spells certain death.",N/A,Aunt Despair,Sayida Jano,Grass Continent,TODO,TODO,TODO,TODO,Energetic Yellow,Poison,TODO
Sean,Clefable,Female,Shiny,TODO,N/A,TODO,Ceannard Amadan,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Seb,Silvally,Male,Standard,TODO,N/A,TODO,Sebastian Constantinovid Harmonia Nether,TODO,TODO,115,198 ~ 251,155 ~ 100,Deep Green,Ghost,TODO
Sellie,Fennekin,Female,Iridescent,"Selene was an ancient Mew who dedicated her entire life to stopping violence and tension between Pokémon all over the world. She had immense adoration towards humans, and would often team up with them. One day, a Continental War became so violent that it caused Dark Matter to manifest. This convinced Selene that if she kept defeating Dark Matter, she could destroy all the violence that keeps building up in Pokémon, and balance out the world by taking all Pokémon's pain head on against her own skin. After each attempt however, Dark Matter would reappear stronger than before. So instead she asked for help from Cooper, her most trusted human, to come up with a plan to get rid of Dark Matter once and for all. They needed people as strong as them, but without their painful memories, so Selene and Cooper settled on resetting their memory and turning into ordinary Pokémon, a Fennekin and a Froakie. But to make sure they wouldn't fail, they also went to the Tree Of Life and crafted Harmony Scarves with its fibers, so they wouldn't get turned to stone. Cooper retreated to a World Of Dark without Pokémon to mature his soul, while Selene summoned him, while also summoning herself to a date where she would be discovered in a safe location wrapped in her Harmony Scarves. This is how Selene and Cooper met again, as a Fennekin and Froakie, without memories, in Serene Village. The immense stress of the process caused their personality to change a little, but the lack of any painful memories allowed them to become incredibly powerful and have immense empathy, making friends with countless Pokémon, and eventually figuring out that all Pokémon have a good side and a bad side. This meant Dark Matter cannot be defeated because it mustn't be, but rather it must be accepted as a part of themselves. Selene later recovered her memories from [XERNEAS] and explained everything to Cooper before saying goodbye and fading away. Later, she woke up in Cooper's arms. She found out Cooper was so devastated by her fading away, that [MEW] decided to catch her soul and store it inside her, hoping she would be found by Cooper. Now that she remembered everything, Selene wondered why Cooper would revive someone like her, who did so many mistakes in the past. Cooper told her she wanted her to start her life over, not as a Mew, but as Selene, and have the proper childhood she never had. This shocked Selene, and shattered a massive lock on her heart, which instantly brought it from Standard, to Shiny, to Iridescent, as her pure personality she locked away was suddenly allowed to spring free. No longer having to worry about being hated, Cooper became Iridescent too. Together, Cooper and Selene have been using their true personality to complete the Connection Orb and become invaluable friends with the entire world, while also finding out from each other for the first time what love feels like.",Excalibur,"The Water Summoner, The Love Of Humanity",Selenah Highwind Excalibur,Water Continent,2004-10-12,210,38 ~ 86 ~ 144 ~ 144,8 ~ 12 ~ 33 ~ 34,Energetic Yellow,Steel,TODO
Sen,Mienshao,Female,Iridescent,"Sheng recently became the Principal of Solstice Academy, and plans to turn it into the ultimate universal library for young, aspiring teams who want to know everything that has been currently discovered about the Pokémon world. She essentially wants to turn the Solstice Academy into a constantly synced, physical version of the Nexus, where all Pokémon can freely practice everything they have learned. Sheng seems to be a workaholic, the project is so huge that sometimes she faints on her desk. Despite this, she's easily the strongest Pokémon in the entire Solstice Village, although she has a feeling one of her students might eventually surpass her, with the mountain of information she's providing to everyone.",N/A,TODO,Sheng Zhandou,,,255,86 ~ 138,17 ~ 31,Deep Green,Normal,TODO
Shar,Persian,Male,Standard,"Sharon runs the Square Town Persian Bank local bank. He HATES it. Eve has such an astronomical amount of money, and she withdraws so often, and for what? To HELP Pokémon? Unbelievable! Just kidding, Sharon loves his job. He even became one of the Pokémon responsible for implementing the money storage sync properties of the Deposit Box when it was invented.",N/A,TODO,Sharon Travis,Air Continent,TODO,TODO,TODO,TODO,Mystic Purple,Ghost,TODO
Sheol,Eevee,Female,Shiny,TODO,Vulcan,TODO,Sheol Gehenna,Fire Continent,2013-03-13,83,34 ~ 85,6 ~ 24,Subdued Brown,Ghost,TODO
Shi,Reshiram,Female,Iridescent,"Guardian of Ivory Peak. Little is know about her and her brother, other than at some point, their heart became Iridescent at the same time, and they ended up taking each other's colors.",N/A,TODO,Shirou Ryuumouto,TODO,TODO,147,286,299,Cool Sky Blue,Electric,TODO
Shino,Greninja,Female,Standard,"An absolute disaster of an outlaw. Despite being a Greninja, she was truly awful at not getting caught and apprehended. Every time she served her time, she went to a different continent to try again, to no avail. Funnily enough, this allowed her to experience how justice systems handle outlaws in every single continent. From classic jails in Air Continent and Grass Continent, to the redemption system in Dragon Continent, to the slavery system in Sand Continent. Now she lives in Solstice Village and seems very depressed...",N/A,TODO,Shinoda Chiyoko,Dragon Continent,TODO,50,28 ~ 54 ~ 141 ~ 141,6 ~ 9 ~ 28 ~ 27,Brilliant Green,Psychic,TODO
Shun,Shiftry,Male,Standard,"Shuniji was the Leader of Team Shifty. They often only picked jobs that had a massive reward. Years after the Great Meteor was destroyed, he went into a hiatus.",Shifty,TODO,Shuniji Yama,Air Continent,TODO,TODO,TODO,TODO,Subdued Brown,Fire,TODO
Sid,Genesect,Male,Standard,"Codd's archrival. Codd is the only one who knows anything about him, and when people find out Sid exists, they usually cannot ask Codd in time who Sid is, because Codd immediately starts chasing him, and they both disappear for months. How annoying...",N/A,TODO,Siddeley Earl,TODO,TODO,255,228,156,Deep Green,Poison,TODO
Sig,Seviper ,Male,Iridescent,"A new addition to Team Light. Used to be a Shadow Type, and was shocked to see not only how quickly he was purified, but that a Zangoose of all species could show him empathy. He has been working tirelessly with Niko and Yonaka to get the boring stuff done quickly, so Niko and Yonaka could research Shadow Types more quickly.",Light,TODO,Sigfried Padmore,TODO,TODO,100,282,54,Deep Green,Water,TODO
Sim,Pancham,Male,Shiny,"Simeon is a student at the Serene Village school. He is a bully; especially to Selene, who he regards as very annoying. Much of his spite towards Cooper seems to be out of his mere relationship with Selene. He tends to talk bigger than he will actually back up; as he is secretly quite cowardly. He admires Naomie for her sweetness and Fukurashi for her strength. He used to bully Gory as well, until Cooper trained the Serene Village School students, and Gory became the leader of Team Sunny. Than is his best friend, and helped him evolve, claiming that he plans to be the last Pokemon in Team Sunny to evolve in order to grow up quicker. (AKA eat and sleep.)",Sunny,TODO,Simeon Bentley,Water Continent,TODO,210,57 ~ 226,8 ~ 137,Energetic Yellow,Normal,TODO
Siri,Shinx,Male,Standard,"No, he's not a voice assistant. Used to be Ermin's archrival, but after being introduced to Treasure Town by Vega and Lyra, he decided to start his life anew with a Devolve Orb and become a formidable explorer. Not a single thought goes on in his head. He also became good friends with Altair. Likes videogames...?",N/A,TODO,Sirius,Grass Continent,TODO,220,44 ~ 84 ~ 120,9 ~ 28 ~ 35,Stunning Orange,Normal,TODO
Sonja,Beautifly,Female,Standard,"Team Tasty consists of the leader Tatsu and Sonja. Sonja is very afraid that Tatsu will eat her; and so named their team ''Team Tasty''; but doesn't tell its leader about its fear until the World Paralysis's prevention. Tatsu is horrified to discover that Sonja is afraid of her; and says that the delay in telling it is his failing as a leader. He protects Sonja's Silcoon form until she evolves into a Beautifly, and they have been a lot more active in missions since.",Tasty,TODO,Sonjavivi Dustin,Grass Continent,TODO,TODO,TODO,TODO,Subdued Brown,Normal,TODO
Suari,Smeargle,Male,Standard,"Suari ran away from his tribe because it does not want to undergo a ""growing up"" ritual; which involves a Smeargle imprinting their paw print onto the back of another. He felt that the ritual was barbaric; and would have ruined his ability as an artist. He gets lost in Howling Forest until Eve and Adam saved him. He joined as Team Ganden's artist, and likes painting flags and other cloths around Square Town's bases and buildings.",Ganden,TODO,Suarius Pilgrim,Air Continent,TODO,TODO,TODO,TODO,Elegant Violet,Flying,TODO
Sue,Granbull,Female,Standard,"Suero has been frustrated for a long time that she hasn't been able to evolve ever since disasters started happening. Luckily, she managed to evolve into Granbull by accidentally discovering the Luminous Cave in the pond north of Square Town, after the Great Meteor was destroyed. Initially, she's shocked by how tough her new form is, but quickly adapts.",N/A,TODO,Suero Gott,Air Continent,TODO,TODO,TODO,TODO,Subdued Brown,Electric,TODO
Surge,Raikou,TODO,Standard,"Surge was the ruler of Lightning field. He gets challenged, and somehow defeated by Eve and Adam, which ask him to turn the Red Wing into a Sunset Wing. He gets turned to stone by Nobu alongside Surge and Inferno, and in the Voidlands, he devises a plan with Onna to bring Cooper and Selene back to the surface, pretending to command them while sending them past the Door Of Light at the last second.",N/A,TODO,Surge,Air Continent,TODO,TODO,TODO,TODO,Energetic Yellow,Electric,TODO
Swanun,Swanna,Female,Iridescent,"Often referred to as ""the signora""; she seems to be the unofficial leader of Post Town. She owns and manages the Swanun House's inn, where she cooks food regarded to be some of the best in the world, and gives out rooms for Adventure Teams that barely managed to crawl themselves to Post Town, to rest in and heal. Ever since Paradise was built and Team Tengoku took off, she has been using her inn as a festive hangout for not just the assembly, but the town as a whole, essentially becoming her town's party despite her old age. She recently became the leader of Team Fresh, who handles import and export of goods and gourmet in and out of the Mist Continent. She is very gracious despite her old age, allowing Pokémon to stay at the inn as long as they pay their bills, and putting bills on credit when a Pokémon is unable to pay for them immediately. Her family tree has a history of choosing very bad and boring names.",Fresh,Signora,Swanun Acquati,Mist Continent,TODO,195,49 ~ 123,5 ~ 25,Uplifting Pink,Fire,TODO
TODO,Archeops,TODO,Standard,Archen is a member of the Expedition Society. He is in charge of aerial expeditions; despite his inability to fly. He initially acts as the mentor to the player and the partner; showing them the basics of the society. He takes his work seriously; but becomes distraught when his work is destroyed.,Highwind,TODO,TODO,Water Continent,TODO,TODO,TODO,TODO,Uplifting Pink,Ice,TODO
TODO,Blissey,TODO,Standard,"Blissey runs the Blissey (formerly Chansey) Day Care in Treasure Town, where she takes care of orphan Pokémon and lost eggs, as well as eggs given out by desperate Pokémon who can no longer take care of them due to dire circumstances.",N/A,TODO,TODO,Grass Continent,TODO,TODO,TODO,TODO,Deep Green,Psychic,TODO
TODO,Dialga ,Unknown,Standard,TODO,N/A,TODO,TODO,Grass Continent,TODO,145,533,678,Refreshing Green,Bug,TODO
TODO,Diggersby,TODO,Standard,Bunnelby is a member of the Expedition Society. He is in charge of underground expeditions. Bunnelby enjoys his work; and cares about the society as a whole.,Highwind,TODO,TODO,Water Continent,TODO,TODO,TODO,TODO,Vivid Pink,Ground,TODO
TODO,Exploud,TODO,Standard,TODO,Pukurin,TODO,TODO,Grass Continent,TODO,TODO,TODO,TODO,Stately Silver,Dark,TODO
TODO,Groudon ,Male,Standard,TODO,N/A,TODO,TODO,TODO,TODO,141,454 ~ 960,996 ~ 2077,Gentle Mint Green,Rock,TODO
TODO,Ho-Oh,Female,Standard,TODO,N/A,TODO,TODO,Air Continent,TODO,143,320,144,Subdued Brown,Poison,TODO
TODO,Krokorok,TODO,Standard,TODO,N/A,TODO,TODO,Mist Continent,TODO,TODO,TODO,TODO,Subdued Brown,Rock,TODO
TODO,Lugia,Male,Standard,TODO,N/A,TODO,TODO,TODO,TODO,142,600,341,Stately Silver,Water,TODO
TODO,Marshadow,Male,Standard,TODO,N/A,TODO,TODO,TODO,TODO,255,60,22,Subdued Brown,Electric,TODO
TODO,Palkia,Male,Standard,TODO,N/A,TODO,TODO,TODO,TODO,145,422,335,Brilliant Green,Bug,TODO
TODO,Salamence,Male,Standard,"A ferocious beast; and part of Ella's gang. He has a name, but nobody seems to know it, not even the Salamence himself. He was first seen after Dai defeated Todd on Daybreak Ridge; and is seen again during the Holehills heist; chasing Eres in an aerial battle. He appears one last time as a boss during the trip to destroy the Bittercold; along with two Chandelure who are also part of Ella's gang. After Bittercold's destruction, while Ella's gang tried to start their life over, they discovered not only the Salamence had no memory of his past, but was already on his way to become Shadow Type, and tried purifying him to no avail. The Salamence then fled to Daybreak Ridge wreaking havoc, and became known by the locals as the Daybreaker.",Warmspice,Daybreaker,???,Mist Continent,TODO,TODO,TODO,TODO,Elegant Violet,Fairy,TODO
TODO,Slurpuff,TODO,Standard,Swirlix is the steward of the Expedition Society. She cooks meals every day; but as she is a glutton; she often finds herself eating it all.,Highwind,TODO,TODO,Water Continent,TODO,TODO,TODO,TODO,Deep Green,Bug,TODO
TODO,Tapu Bulu,Unknown,Shiny,TODO,N/A,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
TODO,Tapu Fini,Unknown,Shiny,TODO,N/A,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
TODO,Tapu Lele,Unknown,Shiny,TODO,N/A,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
TODO,Togedamaru,TODO,Shiny,TODO,String Theory,TODO,TODO,Empire Town; Dragon Continent,TODO,TODO,TODO,TODO,TODO,TODO,TODO
TODO,Torkoal,TODO,Standard,TODO,N/A,TODO,TODO,Grass Continent,TODO,TODO,TODO,TODO,Mystic Purple,Ground,TODO
TODO,Ursaring,Male,Standard,"One of the two Ursaring twins in Treasure Town. This one used to be a Teddiursa, but once Vega and Lyra prevented the world paralysis, Luminous Spring opened north of Mistifying Forest, and he could evolve.",N/A,TODO,TODO,Grass Continent,TODO,TODO,TODO,TODO,Elegant Violet,Flying,TODO
Tabun,Audino,Male,Shiny,"Nobody knows where Tabun lives or has seen him in person, some theorizing that he's not even an Audino at all, but he is extremely active on the Nexus. He often communicates with the strongest teams in the world, especially those living in Fire Continent, and provides invaluable research on the Pokemon Index, Dungeon Index, and so on. He is also researching something called ""Sky Temple"", a mythical location that is theorized to allow access to ""alternate timelines"". Despite having ridiculous theories such as this one, all his other information is scary accurate, which turned him into a sort of ""conspiracy hero"".",N/A,TODO,Tabuang Ne,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Taku,Quilava,Male,Iridescent,"Kigaru's brother, an orphan from Sahra Town who became a very successful mercenary thanks to Kigaru's teachings, and get invited to several royalty's meetings. He started resenting his town's justice system for arresting his brother and taking him away from the Expedition Society, so he decided to use his amassed wealth and take care of Kigaru as his ""slave owner"" until he paid his time, to avoid any other slave owners from hurting Kigaru.",N/A,Prince Takumi,Takumi Hitachi,Grass Continent,TODO,142,50 ~ 95 ~ 191,8 ~ 92,Refreshing Green,Water,TODO
Tami,Servine,Male,Iridescent,TODO,Tengoku,Suiryu,Tatsumi Tengoku,Mist Continent,2002-05-09,215,59 ~ 76 ~ 321,7 ~ 16 ~ 64,Gentle Mint Green,Poison,TODO
Tatsu,Swellow,Male,Standard,"Team Tasty consists of the leader Tatsu and Sonja. Sonja is very afraid that Tatsu will eat her; and so named their team ''Team Tasty''; but doesn't tell its leader about its fear until the World Paralysis's prevention. Tatsu is horrified to discover that Sonja is afraid of her; and says that the delay in telling it is his failing as a leader. He protects Sonja's Silcoon form until she evolves into a Beautifly, and they have been a lot more active in missions since.",Tasty,TODO,Tatsuya Honda,Grass Continent,TODO,225,38 ~ 83,2 ~ 20,Smart Marine Blue,Dragon,TODO
Tera,Honchkrow,Female,Shiny,"Tera has been living a quiet life, until she met Dora, who aggressively formed Team Ebony with her. She secretly appreciates Dora for forcing her to get out of her comfort zone, and giving her a chance to find treasure. Unfortunately, they often disagree on which treasure they want, Tera wanting shiny things and Dora wanting valuable things. Because of this, they end up rarely getting any treasure at all. She later discovered this whole time Dora not only actually had a beef with Orion for leaving her and joining Team A.W.D. instead, but Devolved herself to hide her past of abusing other Pokémon, including Puck himself. Tera and Dora ended up both evolving again. Tera has been since looking for a human to help Dora achieve Megaevolution.",Ebony,Harvest Of The Underworld,Theresa Perez,Grass Continent,TODO,TODO,TODO,TODO,Gentle Mint Green,Dark,TODO
Terry,Tyranitar,Male,Standard,"Terry spent most of his early life obsessed with fixing his weakness. He evolved young and trained hard to the point he resented weak people. Alder solved his insecurities, and convinced him to join him and form Team A.C.T., the third Rescue Team in the world to achieve Gold Rank. He got tricked by Giuda to lead the hunt when Eve and Adam became fugitives. Terry and his team was led all the way up to Mount Freeze, where he found out first hand that Eve was innocent. When [GROUDON] awakens and starts an earthquake, Terry and his team decide to make up for their mistake by taking down [GROUDON]. Even then, [GROUDON] proved to be too much, and he needed to be saved by Eve and Adam. When Ganden surpassed A.C.T. to become the greatest team in Square Town, and he saw Alder dedicating more of his time helping Ganden out, Terry decided to also take more of his time being an independent rescuer when not working with A.C.T.. He resented Giuda with all his might ever since, but could only watch as Eve cast her own rage aside and absolved Giuda of his sins, breaking Hildegarde's curse. From that moment he spends more time training his heart instead of his body, and joined Clark and Alder's research into Megaevolution so he could keep up with Eve and rescue as many people as possible.",A.C.T.,TODO,Terrance Rhodri,Air Continent,TODO,76,45 ~ 122 ~ 230,71 ~ 188 ~ 217,Elegant Violet,Grass,TODO
Than,Accelgor,Male,Standard,"Than is a student at the Serene Village School. He is Simeon's best friend and subordinate; often following him and taking part in his mischief; although he is just as mischievous as Simeon in his own right. He is; however; slower and even more cowardly than Simeon, and is often left behind; despite coming up with an equal number of pranks and tricks as Simeon does. Simeon helped Than evolve into an Accelgor.",Sunny,TODO,Thancrat Solomon,Water Continent,TODO,TODO,TODO,TODO,Brilliant Green,Flying,TODO
Thaum,Kyogre,Male,Standard,TODO,N/A,TODO,Thaumas,TODO,TODO,141,488 ~ 923,360 ~ 571,Uplifting Pink,Ice,TODO
Thenni,Grumpig,Male,Standard,"Back when he was a Spoink, Thenni lost his pearl at the bottom of Drenched Bluff, and this becomes Vega and Lyra's very first mission. Now he's a Grumpig, and he moved to Square Town to become a Rescuer.",N/A,TODO,Theniano Rimbalz,Grass Continent,TODO,TODO,TODO,TODO,Fiery Red,Steel,TODO
Theo,Sableye ,Male,Standard,"A butler serving in the Empire Town. Apparently used to be one of Garland's hitmen, but managed to escape somewhere between Garland's travels in the past, and hide near Treasure Town, until he could move to the Dragon Continent.",N/A,TODO,Theobald Elmer,Air Continent,TODO,83,57,12,Energetic Yellow,Grass,TODO
Theu,Timburr,Male,Standard,"They are Tony's apprentices and joined him before he got injured. They tried to convince him to give up scamming and continue work, but with no luck. With the involvement of Dai and Tami in Tony's scamming, they are finally able to get Tony to return to carpentry. They later join Dai, Tami, Diane, and the others in battle against the Pawniard Brothers. They are shown to be fearful of Tony when he appears to be in a bad mood but have great respect for him. When Tony opens up his shop in Paradise; they assist him when he builds new facilities; redecorates; etc.",Sokobushin,TODO,Theudofrid Sokobushin,Mist Continent,TODO,TODO,TODO,TODO,Gentle Mint Green,Dragon,TODO
Thi,Timburr,Male,Standard,"They are Tony's apprentices and joined him before he got injured. They tried to convince him to give up scamming and continue work, but with no luck. With the involvement of Dai and Tami in Tony's scamming, they are finally able to get Tony to return to carpentry. They later join Dai, Tami, Diane, and the others in battle against the Pawniard Brothers. They are shown to be fearful of Tony when he appears to be in a bad mood but have great respect for him. When Tony opens up his shop in Paradise; they assist him when he builds new facilities; redecorates; etc.",Sokobushin,TODO,Thiemor Sokobushin,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Thie,Politoed,TODO,Standard,"He narrowly escaped the terrifying Poliwrath River and swam all the way down to Gardenbeach Village. Thus he became one of the very first residents, from a very young age. He immediately jumped in on the alternate Evolution path bandwagon.",N/A,TODO,Thiemo Vieth,Sand Continent,TODO,TODO,TODO,TODO,Subdued Brown,Fairy,TODO
Tin,Hoopa,TODO,Standard,TODO,N/A,TODO,Vartin Narke,TODO,TODO,TODO,TODO,TODO,TODO,TODO,TODO
Todd,Toxicroak,Male,Standard,"Todd used to run Croagunk's Swap Shop in the Pukurin Guild. Todd once slept near his shop; but later sleeps in the room where [BIDOOF] sleeps, who thinks of Todd as creepy. He claims to be unable to leave his shop due to the cauldron being stuck to the guild's bottom floor ground. He later leaves Pukurin's guild for unknown reasons and disappears for months. As it turns out he joined Ella's cohorts and supported her goal to defend the Bittercold, due to their belief the world was beyond saving. They chase Ai and Kosuke Entercards. When Kosuke makes it safely to Post Town; Todd and Eunice catch Ai and search her but don't find the Entercards; due to Ai hiding them with [SWADLOON]. They are then defeated by Dai and Tami several times. After Bittercold's destruction, he stays with Ella, who reforms the gang into Team Warmspice.",Warmspice,TODO,Toddor Stark,Grass Continent,TODO,TODO,TODO,TODO,Deep Green,Water,TODO
Ton,Vaporeon,Male,Iridescent,"Used to be the mayor of Eevellage before he put Hal in charge. Many Pokemon can Devolve to choose an alternate Evolution path, and unlock every single form. But for some reason, Eevees, despite being genetically unstable, can only evolve into one form, and only and exclusively one form. Once they pick one of the eight Eeveelutions, even if they Devolve after, they seem locked to that path no matter what. This is what Ton has been researching for a while now, while also helping Eevees all over the village choose what they want to become for good. Sometimes it barely takes any time at all, for example, his mere sight instantly inspired Capella to become a Vaporeon once and for all. Sometimes, he also studies fluid dynamics. Feesh.",N/A,TODO,Ontoni Rosemary,Grass Continent,2016-12-15,141,42 ~ 111,8 ~ 33,Stunning Orange,Ground,TODO
Tony,Gurdurr,Male,Shiny,"Carpenter of Post Town. He once loved his craft. However, when he got a serious back injury and found himself unable to build anything worthwhile; he quit building and began scamming with Gary. He meets Dai and Tami and scams them into getting five Blue Gems, which Gary steals and gives to Tony. The Timburr Brothers, Dai, and Tami, eventually convince him to give up on scamming and return to carpentry. He later joins Dairou, Tami, Diane, Julian and the others in battle against the Pawniard Brothers and their gang. He eventually opens up his shop in Paradise, where he prepares new areas, builds facilities and redecorates.",Sokobushin,TODO,Antonio Sokobushin,Mist Continent,TODO,60,56 ~ 137 ~ 138,12 ~ 49 ~ 72,Stately Silver,Bug,TODO
Traff,Tentacruel,Male,Standard,"Ansa and her partner Traff formed Team Constrictor, a team that specializes in binding foes into submission. They also restored a Root Fossil into a young Lileep, who eventually joined the team and evolved. When Eve and Adam succeeded at defeating Groudon in Ansa's place, it motivated him and the rest of her team to challenge other teams in the Makuhita Dojo, to become stronger.",Constrictor,TODO,Trafford Irvine,Air Continent,TODO,TODO,TODO,TODO,Clear Aqua Blue,Poison,TODO
Tris,Mightyena,Male,Shiny,TODO,Poochyena Brothers,TODO,Tristan Morgan,Grass Continent,TODO,115,52 ~ 123,13 ~ 36,Uplifting Pink,Poison,TODO
Tun,Gallade,Male,Standard,"Tun was saved from a brothel by Digeir, and he joined Team Raider as one of the two Partners alongside Rand.",Raider,Royal Crutch Sword,Tunkua Qishi,Grass Continent,TODO,120,TODO,TODO,Energetic Yellow,Grass,TODO
