ID,EVOID,Pokemon,Class,Rarity,Starter,First Type,Second Type,Egg Group 1,Egg Group 2,First Ability,Second Ability,Hidden Ability,HP,AT,DF,SA,SD,SP,TT,Weight (kg),Weight (lbs),Height (cm),Height (ft in),Shape,♂/♀ Ratio,Growth,Base Connection,Spawn Modifier,Apricorn Chance,Experience,Days To Hatch
432,431,Purugly,Tiger Cat Pokémon,Common,No,Normal,,Field,,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,44,97,99,"3'03""",Quadruped,0.25,Very Fast,60,-25,75,158,20
433,,Chingling,Bell Pokémon,Common,No,Psychic,,Undiscovered,,Levitate,Gluttony,Run Away,45,30,50,65,50,45,285,1,1,20,"0'08""",Humanoid,0.5,Very Fast,70,35,120,57,25
434,,Stunky,Skunk Pokémon,Common,No,Poison,Dark,Field,,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,19,42,41,"1'04""",Quadruped,0.5,Fast,50,63,225,66,20
435,434,Skuntank,Skunk Pokémon,Common,No,Poison,Dark,Field,,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,38,84,99,"3'03""",Quadruped,0.5,Fast,40,-26,60,168,20
436,,Bronzor,Bronze Pokémon,Common,No,Steel,Psychic,Mineral,,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,61,133,51,"1'08""",Ball,,Fast,50,70,255,60,20
437,436,Bronzong,Bronze Bell Pokémon,Common,No,Steel,Psychic,Mineral,,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,187,412,130,"4'03""",Arms,,Fast,50,-15,90,175,20
438,,Bonsly,Bonsai Pokémon,Common,No,Rock,,Undiscovered,,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,15,33,51,"1'08""",Legs,0.5,Fast,50,70,255,58,20
439,,Mime Jr.,Mime Pokémon,Common,No,Psychic,Fairy,Undiscovered,,Soundproof,Filter,Technician,20,25,45,70,90,60,310,13,29,61,"2'00""",Humanoid,0.5,Fast,50,39,145,62,25
440,,Happiny,Playhouse Pokémon,Common,No,Normal,,Undiscovered,,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,24,54,61,"2'00""",Humanoid,0,Very Fast,100,36,130,110,40
441,,Chatot,Music Note Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,2,4,51,"1'08""",Wings,0.5,Slow,30,-15,30,144,20
442,,Spiritomb,Forbidden Pokémon,Common,No,Ghost,,Amorphous,,Pressure,Shadow Shield,Infiltrator,50,92,108,92,108,35,485,108,238,99,"3'03""",Blob,0.5,Fast,50,10,100,170,30
443,,Gible,Land Shark Pokémon,Rare,No,Dragon,Ground,Monster,Dragon,Sand Veil,Steadfast,Rough Skin,58,70,45,40,45,42,300,21,45,71,"2'04""",Upright,0.5,Very Slow,50,19,45,60,40
444,443,Gabite,Cave Pokémon,Rare,No,Dragon,Ground,Monster,Dragon,Sand Veil,Steadfast,Rough Skin,68,90,65,50,55,82,410,56,124,140,"4'07""",Upright,0.5,Very Slow,50,-11,45,144,40
445,444,Garchomp,Mach Pokémon,Rare,No,Dragon,Ground,Monster,Dragon,Sand Veil,Steadfast,Rough Skin,108,130,95,80,85,102,600,95,209,191,"6'03""",Upright,0.5,Very Slow,40,-57,45,300,40
445M,445,Garchomp (Mega Garchomp),Mach Pokémon,Rare,No,Dragon,Ground,Monster,Dragon,Sand Force,Steadfast,Rough Skin,108,170,115,120,95,92,700,95,209,191,"6'03""",Upright,0.5,Very Slow,40,-57,45,300,40
446,,Munchlax,Big Eater Pokémon,Uncommon,Special,Normal,,Undiscovered,,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,105,232,61,"2'00""",Humanoid,0.875,Very Slow,50,20,50,78,40
447,,Riolu,Emanation Pokémon,Rare,Special,Fighting,,Undiscovered,,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,20,45,71,"2'04""",Upright,0.875,Slow,50,25,75,57,25
448,447,Lucario,Aura Pokémon,Rare,No,Fighting,Steel,Field,Human-Like,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,54,119,119,"3'11""",Upright,0.875,Slow,40,-30,45,184,25
448M,448,Lucario (Mega Lucario),Aura Pokémon,Rare,No,Fighting,Steel,Field,Human-Like,Adaptability,Inner Focus,Justified,70,145,88,140,70,112,625,58,127,130,"4'03""",Upright,0.875,Slow,40,-30,45,184,25
449,,Hippopotas,Hippo Pokémon,Common,No,Ground,,Field,,Sand Stream,Thick Fat,Sand Force,68,72,78,38,42,32,330,49,109,79,"2'07""",Quadruped,0.5,Very Slow,50,38,140,66,30
450,449,Hippowdon,Heavyweight Pokémon,Common,No,Ground,,Field,,Sand Stream,Thick Fat,Sand Force,108,112,118,68,72,47,525,300,661,201,"6'07""",Quadruped,0.5,Very Slow,40,-26,60,184,30
451,,Skorupi,Scorpion Pokémon,Common,No,Poison,Bug,Bug,Water 3,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,12,27,79,"2'07""",Armor,0.5,Very Slow,50,35,120,66,20
452,451,Drapion,Ogre Scorpion Pokémon,Common,No,Poison,Dark,Bug,Water 3,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,62,136,130,"4'03""",Armor,0.5,Very Slow,40,-30,45,175,20
453,,Croagunk,Toxic Mouth Pokémon,Common,No,Poison,Fighting,Human-Like,,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,23,51,71,"2'04""",Humanoid,0.5,Fast,90,38,140,60,10
454,453,Toxicroak,Toxic Mouth Pokémon,Common,No,Poison,Fighting,Human-Like,,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,44,98,130,"4'03""",Humanoid,0.5,Fast,40,-25,75,172,20
455,,Carnivine,Bug Catcher Pokémon,Common,No,Grass,,Grass,,Levitate,Infiltrator,Strong Jaw,74,100,72,90,72,46,454,27,60,140,"4'07""",Tentacles,0.5,Very Slow,70,45,200,159,25
456,,Finneon,Wing Fish Pokémon,Common,No,Water,,Water 2,,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,7,15,41,"1'04""",Fish,0.5,Erratic,70,48,190,66,20
457,456,Lumineon,Neon Pokémon,Common,No,Water,,Water 2,,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,24,53,119,"3'11""",Fish,0.5,Erratic,60,-25,75,161,20
458,,Mantyke,Kite Pokémon,Common,No,Water,Flying,Undiscovered,,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,65,143,99,"3'03""",Wings,0.5,Very Slow,50,15,25,69,25
459,,Snover,Frost Tree Pokémon,Common,No,Grass,Ice,Monster,Grass,Snow Warning,Water Veil,Soundproof,60,62,50,62,60,40,334,50,111,99,"3'03""",Upright,0.5,Very Slow,50,35,120,67,20
460,459,Abomasnow,Frost Tree Pokémon,Common,No,Grass,Ice,Monster,Grass,Snow Warning,Water Veil,Soundproof,90,92,75,92,85,60,494,135,299,221,"7'03""",Upright,0.5,Very Slow,40,-26,60,173,20
460M,460,Abomasnow (Mega Abomasnow),Frost Tree Pokémon,Common,No,Grass,Ice,Monster,Grass,Snow Warning,Water Veil,Soundproof,90,132,105,132,105,30,594,185,408,269,"8'10""",Upright,0.5,Very Slow,40,-26,60,173,20
461,215,Weavile,Sharp Claw Pokémon,Common,No,Dark,Ice,Field,,Pressure,Unburden,Pickpocket,70,120,65,45,85,125,510,34,75,109,"3'07""",Upright,0.5,Slow,30,-30,45,179,20
462,82,Magnezone,Magnet Area Pokémon,Common,No,Electric,Steel,Mineral,,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,180,397,119,"3'11""",Arms,0.5,Fast,40,-65,30,268,20
463,108,Lickilicky,Licking Pokémon,Common,No,Normal,,Monster,,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,140,309,170,"5'07""",Humanoid,0.5,Fast,40,-33,30,180,20
464,112,Rhyperior,Drill Pokémon,Common,No,Ground,Rock,Monster,Field,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,283,624,239,"7'10""",Upright,0.5,Very Slow,40,-65,30,268,20
465,114,Tangrowth,Vine Pokémon,Common,No,Grass,,Grass,,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,129,284,201,"6'07""",Humanoid,0.5,Fast,40,-33,30,187,20
466,125,Electivire,Thunderbolt Pokémon,Uncommon,No,Electric,,Human-Like,,Motor Drive,Moxie,Vital Spirit,75,123,67,95,85,95,540,139,306,180,"5'11""",Upright,0.5,Fast,40,-65,30,270,25
467,126,Magmortar,Blast Pokémon,Uncommon,No,Fire,,Human-Like,,Flame Body,Moxie,Vital Spirit,75,95,67,125,95,83,540,68,150,160,"5'03""",Upright,0.5,Fast,40,-65,30,270,25
468,176,Togekiss,Jubilee Pokémon,Uncommon,No,Fairy,Flying,Flying,Fairy,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,38,84,150,"4'11""",Wings,0.875,Very Fast,40,-70,30,273,10
469,193,Yanmega,Ogre Darner Pokémon,Common,No,Bug,Flying,Bug,,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,51,114,191,"6'03""",Bug,0.5,Fast,60,-33,30,180,20
470,133,Leafeon,Verdant Pokémon,Rare,No,Grass,,Field,,Leaf Guard,Adaptability,Chlorophyll,65,110,130,60,65,95,525,25,56,99,"3'03""",Quadruped,0.875,Fast,30,-30,45,184,35
471,133,Glaceon,Fresh Snow Pokémon,Rare,No,Ice,,Field,,Snow Cloak,Adaptability,Ice Body,65,60,110,130,95,65,525,26,57,79,"2'07""",Quadruped,0.875,Fast,30,-30,45,184,35
472,207,Gliscor,Fang Scorpion Pokémon,Common,No,Ground,Flying,Bug,,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,43,94,201,"6'07""",Wings,0.5,Slow,60,-33,30,179,20
473,221,Mamoswine,Twin Tusk Pokémon,Common,No,Ice,Ground,Field,,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,291,642,249,"8'02""",Quadruped,0.5,Very Slow,40,-56,50,265,20
474,233,Porygon-Z,Virtual Pokémon,Uncommon,No,Normal,,Mineral,,Adaptability,Download,Analytic,85,80,70,135,75,90,535,34,75,89,"2'11""",Arms,,Fast,40,-70,30,268,20
475,281,Gallade,Blade Pokémon,Uncommon,No,Psychic,Fighting,Amorphous,,Steadfast,Skill Link,Justified,68,125,65,65,115,80,518,52,115,160,"5'03""",Humanoid,1,Very Slow,20,-57,45,259,20
475M,475,Gallade (Mega Gallade),Blade Pokémon,Uncommon,No,Psychic,Fighting,Amorphous,,Inner Focus,Skill Link,Justified,68,165,95,65,115,110,618,56,124,160,"5'03""",Humanoid,1,Very Slow,20,-57,45,259,20
476,299,Probopass,Compass Pokémon,Common,No,Rock,Steel,Mineral,,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,340,750,140,"4'07""",Heads,0.5,Fast,60,-26,60,184,20
477,356,Dusknoir,Gripper Pokémon,Common,No,Ghost,,Amorphous,,Pressure,Cursed Body,Frisk,45,100,135,65,135,45,525,107,235,221,"7'03""",Arms,0.5,Very Fast,20,-57,45,263,25
478,361,Froslass,Snow Land Pokémon,Common,No,Ice,Ghost,Fairy,Mineral,Snow Cloak,Regenerator,Cursed Body,70,80,70,80,70,110,480,27,59,130,"4'03""",Arms,0,Fast,40,-25,75,168,20
479,,Rotom,Plasma Pokémon,Rare,No,Electric,Ghost,Amorphous,,Levitate,Volt Absorb,Download,50,50,77,95,77,91,440,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
479F,479,Rotom (Fan Rotom),Plasma Pokémon,Rare,No,Electric,Flying,Amorphous,,Levitate,Volt Absorb,Download,50,65,107,105,107,86,520,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
479H,479,Rotom (Heat Rotom),Plasma Pokémon,Rare,No,Electric,Fire,Amorphous,,Levitate,Volt Absorb,Download,50,65,107,105,107,86,520,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
479I,479,Rotom (Frost Rotom),Plasma Pokémon,Rare,No,Electric,Ice,Amorphous,,Levitate,Volt Absorb,Download,50,65,107,105,107,86,520,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
479M,479,Rotom (Mow Rotom),Plasma Pokémon,Rare,No,Electric,Grass,Amorphous,,Levitate,Volt Absorb,Download,50,65,107,105,107,86,520,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
479W,479,Rotom (Wash Rotom),Plasma Pokémon,Rare,No,Electric,Water,Amorphous,,Levitate,Volt Absorb,Download,50,65,107,105,107,86,520,0,1,30,"1'00""",Ball,,Fast,50,-10,45,154,20
480,,Uxie,Knowledge Pokémon,Legendary,No,Psychic,,Undiscovered,,Levitate,Fairy Aura,Wonder Skin,75,75,130,75,130,95,580,0,1,30,"1'00""",Upright,,Very Slow,100,-25,3,290,45
481,,Mesprit,Emotion Pokémon,Legendary,No,Psychic,,Undiscovered,,Levitate,Fairy Aura,Wonder Skin,80,105,105,105,105,80,580,0,1,30,"1'00""",Upright,,Very Slow,100,-25,3,290,45
482,,Azelf,Willpower Pokémon,Legendary,No,Psychic,,Undiscovered,,Levitate,Fairy Aura,Wonder Skin,75,125,70,125,70,115,580,0,1,30,"1'00""",Upright,,Very Slow,100,-25,3,290,45
483,,Dialga,Temporal Pokémon,Legendary,No,Steel,Dragon,Undiscovered,,Pressure,Dark Aura,Telepathy,100,120,120,150,100,90,680,683,1506,541,"17'09""",Quadruped,,Very Slow,0,-25,3,340,50
484,,Palkia,Spatial Pokémon,Legendary,No,Water,Dragon,Undiscovered,,Pressure,Dark Aura,Telepathy,90,120,100,150,120,100,680,336,741,419,"13'09""",Upright,,Very Slow,0,-25,3,340,50
485,,Heatran,Lava Dome Pokémon,Legendary,No,Fire,Steel,Undiscovered,,Flash Fire,Solid Rock,Flame Body,91,90,106,130,106,77,600,430,948,170,"5'07""",Quadruped,0.5,Very Slow,90,-25,3,300,10
486,,Regigigas,Colossal Pokémon,Legendary,No,Normal,,Undiscovered,,Slow Start,Stall,Huge Power,110,160,110,80,110,100,670,420,926,371,"12'02""",Humanoid,,Very Slow,0,-25,3,335,50
487,,Giratina,Renegade Pokémon,Legendary,No,Ghost,Dragon,Undiscovered,,Pressure,Dark Aura,Telepathy,150,100,120,100,120,90,680,750,1654,450,"14'09""",Tentacles,,Very Slow,0,-25,3,340,50
487O,487,Giratina (Origin),Renegade Pokémon,Legendary,No,Ghost,Dragon,Undiscovered,,Levitate,Dark Aura,Cursed Body,150,120,100,120,100,90,680,650,1433,691,"22'08""",Tentacles,,Very Slow,0,-25,3,340,50
488,,Cresselia,Lunar Pokémon,Mythical,No,Psychic,,Undiscovered,,Levitate,Fairy Aura,Rattled,120,70,120,75,130,85,600,86,189,150,"4'11""",Squiggle,,Very Slow,90,-25,3,300,50
489,,Phione,Sea Drifter Pokémon,Mythical,No,Water,,Water 1,Fairy,Hydration,Water Veil,Friend Guard,80,80,80,80,80,80,480,3,7,41,"1'04""",Arms,,Very Slow,70,-15,30,216,40
490,,Manaphy,Seafaring Pokémon,Mythical,No,Water,,Water 1,Fairy,Hydration,Water Veil,Friend Guard,100,100,100,100,100,100,600,1,3,30,"1'00""",Humanoid,,Very Slow,60,-25,3,270,10
491,,Darkrai,Pitch-Black Pokémon,Mythical,No,Dark,,Undiscovered,,Bad Dreams,Dark Aura,Insomnia,70,90,90,135,90,125,600,50,111,150,"4'11""",Humanoid,,Very Slow,0,-25,3,270,50
492,,Shaymin,Gratitude Pokémon,Mythical,No,Grass,,Undiscovered,,Natural Cure,Run Away,Flower Veil,100,100,100,100,100,100,600,2,5,20,"0'08""",Quadruped,,Slow,90,-10,45,270,50
492S,492,Shaymin (Sky Forme),Gratitude Pokémon,Mythical,No,Grass,Flying,Undiscovered,,Serene Grace,Speed Boost,Flower Veil,100,103,75,120,75,127,600,5,12,41,"1'04""",Quadruped,,Slow,90,-10,45,270,50
493,,Arceus,Alpha Pokémon,Mythical,No,Normal,,Undiscovered,,Multitype,Neuroforce,RKS System,120,120,120,120,120,120,720,320,706,320,"10'06""",Quadruped,,Very Slow,0,-25,3,324,50
494,,Victini,Victory Pokémon,Mythical,No,Psychic,Fire,Undiscovered,,Victory Star,Flash Fire,Aura Break,100,100,100,100,100,100,600,4,9,41,"1'04""",Humanoid,0,Very Slow,90,-25,3,300,50
495,,Snivy,Grass Snake Pokémon,Uncommon,Classic,Grass,,Field,Grass,Overgrow,Super Luck,Contrary,45,45,55,45,55,63,308,8,18,61,"2'00""",Upright,0.875,Slow,70,19,45,62,20
496,495,Servine,Grass Snake Pokémon,Uncommon,No,Grass,,Field,Grass,Overgrow,Super Luck,Contrary,60,60,75,60,75,83,413,16,35,79,"2'07""",Upright,0.875,Slow,70,-11,45,145,20
497,496,Serperior,Regal Pokémon,Uncommon,No,Grass,,Field,Grass,Overgrow,Super Luck,Contrary,75,75,95,75,95,113,528,63,139,330,"10'10""",Squiggle,0.875,Slow,60,-57,45,238,20
498,,Tepig,Fire Pig Pokémon,Uncommon,Classic,Fire,,Field,,Blaze,Super Luck,Thick Fat,65,63,45,45,45,45,308,10,22,51,"1'08""",Quadruped,0.875,Slow,70,19,45,62,20
499,498,Pignite,Fire Pig Pokémon,Uncommon,No,Fire,Fighting,Field,,Blaze,Super Luck,Thick Fat,90,93,55,70,55,55,418,56,122,99,"3'03""",Upright,0.875,Slow,70,-11,45,146,20
500,499,Emboar,Mega Fire Pig Pokémon,Uncommon,No,Fire,Fighting,Field,,Blaze,Super Luck,Thick Fat,110,123,65,100,65,65,528,150,331,160,"5'03""",Upright,0.875,Slow,60,-57,45,238,20
501,,Oshawott,Sea Otter Pokémon,Uncommon,Classic,Water,,Field,,Torrent,Super Luck,Shell Armor,55,55,45,63,45,45,308,6,13,51,"1'08""",Upright,0.875,Slow,70,19,45,62,20
502,501,Dewott,Discipline Pokémon,Uncommon,No,Water,,Field,,Torrent,Super Luck,Shell Armor,75,75,60,83,60,60,413,24,54,79,"2'07""",Upright,0.875,Slow,70,-11,45,145,20
503,502,Samurott,Formidable Pokémon,Uncommon,No,Water,,Field,,Torrent,Super Luck,Shell Armor,95,100,85,108,70,70,528,95,209,150,"4'11""",Quadruped,0.875,Slow,60,-57,45,238,20
504,,Patrat,Scout Pokémon,Common,No,Normal,,Field,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,12,26,51,"1'08""",Quadruped,0.5,Fast,70,70,255,51,15
505,504,Watchog,Lookout Pokémon,Common,No,Normal,,Field,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,27,60,109,"3'07""",Upright,0.5,Fast,70,20,255,147,20
506,,Lillipup,Puppy Pokémon,Common,No,Normal,,Field,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,4,9,41,"1'04""",Quadruped,0.5,Slow,50,70,255,55,15
507,506,Herdier,Loyal Dog Pokémon,Common,No,Normal,,Field,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,15,32,89,"2'11""",Quadruped,0.5,Slow,50,12,120,130,15
508,507,Stoutland,Big-Hearted Pokémon,Common,No,Normal,,Field,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,61,135,119,"3'11""",Quadruped,0.5,Slow,40,-57,45,250,15
509,,Purrloin,Devious Pokémon,Common,No,Dark,,Field,,Limber,Unburden,Prankster,41,50,37,50,37,66,281,10,22,41,"1'04""",Quadruped,0.5,Fast,50,70,255,56,20
510,509,Liepard,Cruel Pokémon,Common,No,Dark,,Field,,Limber,Unburden,Prankster,64,88,50,88,50,106,446,38,83,109,"3'07""",Quadruped,0.5,Fast,50,-15,90,156,20
511,,Pansage,Grass Monkey Pokémon,Common,No,Grass,,Field,,Gluttony,Own Tempo,Overgrow,50,53,48,53,48,64,316,10,23,61,"2'00""",Upright,0.875,Fast,70,48,190,63,20
512,511,Simisage,Thorn Monkey Pokémon,Common,No,Grass,,Field,,Gluttony,Own Tempo,Overgrow,75,98,63,98,63,101,498,30,67,109,"3'07""",Upright,0.875,Fast,60,-25,75,174,20
513,,Pansear,High Temp Pokémon,Common,No,Fire,,Field,,Gluttony,Own Tempo,Blaze,50,53,48,53,48,64,316,11,24,61,"2'00""",Upright,0.875,Fast,70,48,190,63,20
514,513,Simisear,Ember Pokémon,Common,No,Fire,,Field,,Gluttony,Own Tempo,Blaze,75,98,63,98,63,101,498,28,62,99,"3'03""",Upright,0.875,Fast,60,-25,75,174,20
515,,Panpour,Spray Pokémon,Common,No,Water,,Field,,Gluttony,Own Tempo,Torrent,50,53,48,53,48,64,316,14,30,61,"2'00""",Upright,0.875,Fast,70,48,190,63,20
516,515,Simipour,Geyser Pokémon,Common,No,Water,,Field,,Gluttony,Own Tempo,Torrent,75,98,63,98,63,101,498,29,64,99,"3'03""",Upright,0.875,Fast,60,-25,75,174,20
517,,Munna,Dream Eater Pokémon,Rare,No,Psychic,,Field,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,23,51,61,"2'00""",Quadruped,0.5,Very Fast,50,48,190,58,10
518,517,Musharna,Drowsing Pokémon,Rare,No,Psychic,,Field,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,61,133,109,"3'07""",Humanoid,0.5,Very Fast,40,-25,75,170,10
519,,Pidove,Tiny Pigeon Pokémon,Common,No,Normal,Flying,Flying,,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,2,5,30,"1'00""",Wings,0.5,Slow,50,70,255,53,15
520,519,Tranquill,Wild Pigeon Pokémon,Common,No,Normal,Flying,Flying,,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,15,33,61,"2'00""",Wings,0.5,Slow,50,12,120,125,15
521,520,Unfezant,Proud Pokémon,Common,No,Normal,Flying,Flying,,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,29,64,119,"3'11""",Wings,0.5,Slow,40,-57,45,244,15
522,,Blitzle,Electrified Pokémon,Rare,Special,Electric,,Field,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,30,66,79,"2'07""",Quadruped,0.5,Fast,70,48,190,59,20
523,522,Zebstrika,Thunderbolt Pokémon,Rare,No,Electric,,Field,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,80,175,160,"5'03""",Quadruped,0.5,Fast,60,-25,75,174,20
524,,Roggenrola,Mantle Pokémon,Common,No,Rock,,Mineral,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,18,40,41,"1'04""",Legs,0.5,Slow,50,70,255,56,15
525,524,Boldore,Ore Pokémon,Common,No,Rock,,Mineral,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,102,225,89,"2'11""",Tentacles,0.5,Slow,50,12,120,137,15
526,525,Gigalith,Compressed Pokémon,Common,No,Rock,,Mineral,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,260,573,170,"5'07""",Tentacles,0.5,Slow,40,-57,45,258,15
527,,Woobat,Bat Pokémon,Common,No,Psychic,Flying,Field,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,323,2,5,41,"1'04""",Wings,0.5,Fast,50,48,190,65,15
528,527,Swoobat,Courting Pokémon,Common,No,Psychic,Flying,Field,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,425,10,23,89,"2'11""",Wings,0.5,Fast,40,-30,45,149,15
529,,Drilbur,Mole Pokémon,Common,No,Ground,,Field,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,8,19,30,"1'00""",Upright,0.5,Fast,50,35,120,66,20
530,529,Excadrill,Subterrene Pokémon,Common,No,Ground,Steel,Field,,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,40,89,71,"2'04""",Humanoid,0.5,Fast,40,-26,60,178,20
531,,Audino,Hearing Pokémon,Rare,No,Normal,,Fairy,,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,31,68,109,"3'07""",Upright,0.5,Very Fast,50,65,255,390,20
531M,531,Audino (Mega Audino),Hearing Pokémon,Rare,No,Normal,Fairy,Fairy,,Healer,Regenerator,Klutz,103,60,126,80,126,50,545,32,71,150,"4'11""",Upright,0.5,Very Fast,50,65,255,390,20
532,,Timburr,Muscular Pokémon,Common,No,Fighting,,Human-Like,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,13,28,61,"2'00""",Humanoid,0.75,Slow,70,46,180,61,20
533,532,Gurdurr,Muscular Pokémon,Common,No,Fighting,,Human-Like,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,40,88,119,"3'11""",Humanoid,0.75,Slow,50,1,90,142,20
534,533,Conkeldurr,Muscular Pokémon,Common,No,Fighting,,Human-Like,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,87,192,140,"4'07""",Humanoid,0.75,Slow,40,-57,45,253,20
535,,Tympole,Tadpole Pokémon,Common,No,Water,,Water 1,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,4,10,51,"1'08""",Fish,0.5,Slow,50,70,255,59,20
536,535,Palpitoad,Vibration Pokémon,Common,No,Water,Ground,Water 1,,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,17,38,79,"2'07""",Upright,0.5,Slow,50,12,120,134,20
537,536,Seismitoad,Vibration Pokémon,Common,No,Water,Ground,Water 1,,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,62,137,150,"4'11""",Humanoid,0.5,Slow,40,-57,45,255,20
538,,Throh,Judo Pokémon,Common,No,Fighting,,Human-Like,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,56,122,130,"4'03""",Humanoid,1,Fast,50,-10,45,163,20
539,,Sawk,Karate Pokémon,Common,No,Fighting,,Human-Like,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,51,112,140,"4'07""",Humanoid,1,Fast,50,-10,45,163,20
540,,Sewaddle,Sewing Pokémon,Common,No,Bug,Grass,Bug,,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,2,6,30,"1'00""",Armor,0.5,Slow,70,70,255,62,15
541,540,Swadloon,Leaf-Wrapped Pokémon,Common,No,Bug,Grass,Bug,,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,7,16,51,"1'08""",Arms,0.5,Slow,70,12,120,133,15
542,541,Leavanny,Nurturing Pokémon,Common,No,Bug,Grass,Bug,,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,21,45,119,"3'11""",Humanoid,0.5,Slow,60,-57,45,225,15
543,,Venipede,Centipede Pokémon,Uncommon,Special,Bug,Poison,Bug,,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,5,12,41,"1'04""",Armor,0.5,Slow,50,70,255,52,15
544,543,Whirlipede,Curlipede Pokémon,Uncommon,No,Bug,Poison,Bug,,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,59,129,119,"3'11""",Ball,0.5,Slow,50,12,120,126,15
545,544,Scolipede,Megapede Pokémon,Uncommon,No,Bug,Poison,Bug,,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,200,442,249,"8'02""",Armor,0.5,Slow,40,-57,45,243,20
546,,Cottonee,Cotton Puff Pokémon,Common,No,Grass,Fairy,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1,1,30,"1'00""",Ball,0.5,Fast,50,48,190,56,20
547,546,Whimsicott,Windveiled Pokémon,Common,No,Grass,Fairy,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,7,15,71,"2'04""",Humanoid,0.5,Fast,40,-25,75,168,20
